hour,day,month,year,Tout,Tin,G,occupancy,heating_gap_outdoor,below_tmin_flag,Pfixe,Pflex,PV
6,31,12,2025,10.499864750071678,20.11678187674492,6.750034120767189,0.602866042157317,11.500135249928322,0,1.145004,1.154299,0.041
7,31,12,2025,12.550909536231377,20.20258868993764,122.67269571506489,0.7477846599939351,9.449090463768623,0,1.083473,1.371677,0.736
8,31,12,2025,13.850028509664364,21.236039719667,239.1546109124888,0.8320921073232935,8.149971490335636,0,1.044499,1.498138,1.435
9,31,12,2025,15.055854501845044,21.389830268449145,363.32940636273594,0.7488619082945992,6.944145498154956,0,1.008324,1.373293,2.18
10,31,12,2025,16.32536530657516,21.814063937093714,542.726213772588,0.5585827901983744,5.674634693424839,0,0.970239,1.087874,3.256
11,31,12,2025,16.325421576958227,22.34430571962265,697.3997632916291,0.4018876990611358,5.674578423041773,0,0.970237,0.852832,4.184
12,31,12,2025,16.344839050727405,22.76608240050323,844.3714895341642,0.2212576840852213,5.655160949272595,0,0.969655,0.581887,5.066
13,31,12,2025,16.44369573578409,22.2622083639573,926.7544935935504,0.1801567681291433,5.55630426421591,0,0.966689,0.520235,5.561
14,31,12,2025,15.715382197682493,22.61356651365099,836.4316607320102,0.17830895376687228,6.284617802317507,0,0.988539,0.517463,5.019
15,31,12,2025,15.627551007346623,22.312176373725478,722.1915550899512,0.30587989589038467,6.372448992653377,0,0.991173,0.70882,4.333
16,31,12,2025,13.97025273104411,21.77743553376101,527.4484829604443,0.4530674870829181,8.02974726895589,0,1.040892,0.929601,3.165
17,31,12,2025,12.975691565188908,22.249900417820523,381.844019214483,0.5841660094490905,9.024308434811092,0,1.070729,1.126249,2.291
18,31,12,2025,11.241714406426867,21.7195416591549,256.38485009880003,0.8058177397324391,10.758285593573133,0,1.122749,1.458727,1.538
19,31,12,2025,9.223826885581094,21.354493176824235,141.10714053764215,0.8418078599704125,12.776173114418906,0,1.183285,1.512712,0.847
20,31,12,2025,7.404641034292218,21.073220257434066,4.363508448995561,0.829058722193444,14.595358965707781,0,1.237861,1.493588,0.026
21,31,12,2025,6.4753114942348065,20.55677281181309,27.299786532277864,0.6769934240842821,15.524688505765194,0,1.265741,1.26549,0.164
22,31,12,2025,6.247767828728207,20.843493195859427,2.3201722531319318,0.42479523915248235,15.752232171271793,0,1.272567,0.887193,0.014
23,31,12,2025,5.5279354019314235,20.818743460779917,23.507490817042648,0.30766671367341186,16.472064598068577,0,1.294162,0.7115,0.141
0,1,1,2026,4.443743981072716,20.121076711103903,0.0,0.030077849013838913,17.556256018927286,0,1.326688,0.295117,0.0
1,1,1,2026,5.302175709289822,20.174541221560126,38.09642023282789,0.04344024545509809,16.69782429071018,0,1.300935,0.31516,0.229
2,1,1,2026,6.424188589769957,19.652234213511854,0.0,0.032815426001383444,15.575811410230042,1,1.447274,0.299223,0.0
3,1,1,2026,5.973552042993843,19.3796996147395,0.0,0.04858145149252683,16.026447957006155,1,1.460793,0.322872,0.0
4,1,1,2026,7.681377741609803,19.67040891417118,0.0,0.07621092851703881,14.318622258390196,1,1.409559,0.364316,0.0
5,1,1,2026,9.069565839120367,20.054034072477975,0.0,0.13093357449584564,12.930434160879633,0,1.187913,0.4464,0.0
6,1,1,2026,11.043660402042018,19.981870347829453,10.019980916971933,0.5601082316127703,10.956339597957982,1,1.30869,1.090162,0.06
7,1,1,2026,12.638050449473443,21.20582817520047,167.97851014809234,0.7814716847919412,9.361949550526557,0,1.080858,1.422208,1.008
8,1,1,2026,13.371721192165126,21.598665835051296,259.9375048155138,0.9297637294215525,8.628278807834874,0,1.058848,1.644646,1.56
9,1,1,2026,15.3764282058973,21.21006885926468,358.5548447056809,0.7482417027760786,6.6235717941027,0,0.998707,1.372363,2.151
10,1,1,2026,16.538006071433866,21.874137925531766,544.0085332640864,0.6011381303287282,5.461993928566134,0,0.96386,1.151707,3.264
11,1,1,2026,17.71783913904298,22.01726857449759,726.4797050347478,0.36106451259652,4.2821608609570205,0,0.928465,0.791597,4.359
12,1,1,2026,16.956652873627633,22.423128175959434,847.2096710371063,0.19199372648947238,5.0433471263723675,0,0.9513,0.537991,5.083
13,1,1,2026,17.369268318462638,22.674329618578742,891.5789041584413,0.06709614309056743,4.6307316815373625,0,0.938922,0.350644,5.349
14,1,1,2026,16.069361894487116,22.263606737541643,904.713292249083,0.20932711163973758,5.930638105512884,0,0.977919,0.563991,5.428
15,1,1,2026,14.584889105269673,22.627194750563792,711.9103679077767,0.28702907444213177,7.4151108947303275,0,1.022453,0.680544,4.271
16,1,1,2026,14.27442833053335,21.866467088503143,579.7911024718845,0.403761585420496,7.72557166946665,0,1.031767,0.855642,3.479
17,1,1,2026,11.862041776796227,21.90302849230056,371.2632937605617,0.6394652133188216,10.137958223203773,0,1.104139,1.209198,2.228
18,1,1,2026,11.28583231629627,22.163013897729112,243.6383674037231,0.8296909822065113,10.71416768370373,0,1.121425,1.494536,1.462
19,1,1,2026,9.689432887358988,21.1494904805297,114.27383566829667,0.8190259137629238,12.310567112641012,0,1.169317,1.478539,0.686
20,1,1,2026,8.505496327569459,20.755178165801663,47.82671959265944,0.7420225142705635,13.494503672430541,0,1.204835,1.363034,0.287
21,1,1,2026,6.305837368143457,20.47959385267213,32.4929394949181,0.6023043127511148,15.694162631856543,0,1.270825,1.153456,0.195
22,1,1,2026,5.879322238771246,20.203499955785944,32.297027824370346,0.4564943015017384,16.120677761228755,0,1.28362,0.934741,0.194
23,1,1,2026,5.083588035107505,20.134823053485917,0.0,0.3735975219382183,16.916411964892497,0,1.307492,0.810396,0.0
0,2,1,2026,5.270516656069192,20.13422911049989,0.0,0.03831004833202567,16.72948334393081,0,1.301885,0.307465,0.0
1,2,1,2026,4.934486290703413,19.569403563389855,27.86523566959592,0.033166231191962596,17.06551370929659,1,1.491965,0.299749,0.167
2,2,1,2026,5.557489961996385,19.404976910939638,50.10846804494924,0.07118808732540957,16.442510038003615,1,1.473275,0.356782,0.301
3,2,1,2026,6.227566595946403,19.479862795563232,51.937422201893014,0.04933364778210482,15.772433404053597,1,1.453173,0.324,0.312
4,2,1,2026,7.336992857825705,19.85934912577192,0.0,0.07240022522544119,14.663007142174294,1,1.41989,0.3586,0.0
5,2,1,2026,8.671208692057016,19.577747673004403,0.0,0.11445223465164547,13.328791307942984,1,1.379864,0.421678,0.0
6,2,1,2026,11.250914023369866,20.737352327318458,31.922322122373586,0.5824174383139998,10.749085976630134,0,1.122473,1.123626,0.192
7,2,1,2026,13.112722405254202,20.49623805485147,128.0011660125933,0.8046267474589052,8.887277594745798,0,1.066618,1.45694,0.768
8,2,1,2026,14.220523020150889,20.943260627710938,193.40924432578544,0.7978551557779158,7.779476979849111,0,1.033384,1.446783,1.16
9,2,1,2026,15.38538319240631,21.741890079566843,408.80675994890936,0.7820660157479532,6.6146168075936895,0,0.998439,1.423099,2.453
10,2,1,2026,16.3426257738166,21.39475356841387,540.2723932988166,0.5812937282502821,5.6573742261834,0,0.969721,1.121941,3.242
11,2,1,2026,16.732750132422716,21.919715737296226,721.3792357391644,0.3887926721097985,5.267249867577284,0,0.958017,0.833189,4.328
12,2,1,2026,17.48645197712115,21.95564286841296,817.0095882025212,0.26828334544761806,4.513548022878851,0,0.935406,0.652425,4.902
13,2,1,2026,16.407435883722904,22.401703529089104,894.8171475003371,0.15656979298941343,5.592564116277096,0,0.967777,0.484855,5.369
14,2,1,2026,16.732044969174154,22.130928252311687,841.364155422332,0.1496415027440938,5.267955030825846,0,0.958039,0.474462,5.048
15,2,1,2026,15.164226743240468,22.321593754110907,711.9012041399799,0.2844714220339274,6.835773256759532,0,1.005073,0.676707,4.271
16,2,1,2026,13.972374615544775,21.921356918891174,517.9091840388011,0.39929217692618013,8.027625384455225,0,1.040829,0.848938,3.107
17,2,1,2026,11.940406918669506,22.16578082043688,348.2231948905428,0.6277261286070901,10.059593081330494,0,1.101788,1.191589,2.089
18,2,1,2026,11.03996154712661,21.51757572855862,226.38755351966935,0.7403601779586121,10.96003845287339,0,1.128801,1.36054,1.358
19,2,1,2026,10.682777733536593,21.01575053456532,108.97420396007216,0.8728299999192018,11.317222266463407,0,1.139517,1.559245,0.654
20,2,1,2026,7.963746162954519,21.065307068443886,0.0,0.7835570905481934,14.036253837045482,0,1.221088,1.425336,0.0
21,2,1,2026,6.557350606337674,20.136487051487425,2.08547914039387,0.5461221496549646,15.442649393662325,0,1.263279,1.069183,0.013
22,2,1,2026,6.000212432362222,20.747579439805417,3.5947931629933394,0.4838414595087516,15.999787567637778,0,1.279994,0.975762,0.022
23,2,1,2026,5.699676733234441,20.19483284060024,15.747580351989395,0.2695510971099242,16.30032326676556,0,1.28901,0.654327,0.094
0,3,1,2026,4.713277371217759,20.044519543397307,0.0,0.013069920670736767,17.28672262878224,0,1.318602,0.269605,0.0
1,3,1,2026,5.2140504762975874,19.53925310513435,0.0,0.029224466563790224,16.785949523702413,1,1.483578,0.293837,0.0
2,3,1,2026,5.747725254926319,19.863860738348215,0.0,0.055108354771683604,16.25227474507368,1,1.467568,0.332663,0.0
3,3,1,2026,6.569304009811785,19.945243825743614,11.108328854135587,0.014717046820506244,15.430695990188216,1,1.442921,0.272076,0.067
4,3,1,2026,8.717744180160711,19.663591709708264,0.0,0.06354827811099956,13.282255819839289,1,1.378468,0.345322,0.0
5,3,1,2026,9.868005864807698,19.949427676520507,5.651395753643488,0.13121744967289822,12.131994135192302,1,1.34396,0.446826,0.034
6,3,1,2026,11.257320620983837,20.28190529185077,0.0,0.5673947367052262,10.742679379016163,0,1.12228,1.101092,0.0
7,3,1,2026,12.877937361227925,20.216007171617417,101.60196753734283,0.7345632621464862,9.122062638772075,0,1.073662,1.351845,0.61
8,3,1,2026,13.446751920367877,21.057007692927623,206.18087330948921,0.8597084259699973,8.553248079632123,0,1.056597,1.539563,1.237
9,3,1,2026,15.711393083960152,21.238431223784506,363.82684177197393,0.7678443800074198,6.288606916039848,0,0.988658,1.401767,2.183
10,3,1,2026,15.879702802907378,21.587663913790166,595.2744963983321,0.6173074866513063,6.120297197092622,0,0.983609,1.175961,3.572
11,3,1,2026,16.6914350988543,21.84311896967091,722.7827595624308,0.40404802544789536,5.308564901145701,0,0.959257,0.856072,4.337
12,3,1,2026,17.61461117356282,21.65634142989325,853.4621262119421,0.2520622881624851,4.385388826437179,0,0.931562,0.628093,5.121
13,3,1,2026,16.143525986327262,22.02479465673875,924.3828385054126,0.14772501875881974,5.856474013672738,0,0.975694,0.471588,5.546
14,3,1,2026,15.398347056520201,22.02529600394932,856.8139434872522,0.1292801440015649,6.601652943479799,0,0.99805,0.44392,5.141
15,3,1,2026,14.714836682667858,22.49386499344591,728.1327469753394,0.3087555644600227,7.285163317332142,0,1.018555,0.713133,4.369
16,3,1,2026,14.894908004243684,22.091051646973696,524.0937845420547,0.4707837509286,7.105091995756316,0,1.013153,0.956176,3.145
17,3,1,2026,12.538007800529803,21.6874477393286,345.92386956903863,0.6270260342607415,9.461992199470197,0,1.08386,1.190539,2.076
18,3,1,2026,11.381677470641588,21.752681025653917,222.15279225551538,0.7699588867366594,10.618322529358412,0,1.11855,1.404938,1.333
19,3,1,2026,9.197167524499696,21.094309929385922,108.60555489451204,0.8078717485873578,12.802832475500304,0,1.184085,1.461808,0.652
20,3,1,2026,7.11813043007736,20.942001983636196,0.0,0.7498645733392644,14.881869569922639,0,1.246456,1.374797,0.0
21,3,1,2026,6.9170406313778745,20.5494616296869,0.0,0.6607916086461948,15.082959368622125,0,1.252489,1.241187,0.0
22,3,1,2026,6.2524545035794965,19.967404566080926,33.92315792859077,0.42273884369293907,15.747545496420503,1,1.452426,0.884108,0.204
23,3,1,2026,5.086571674443845,19.63719061736624,6.541601768060426,0.22610638377035477,16.913428325556154,1,1.487403,0.58916,0.039
0,4,1,2026,5.933767489659372,19.745522562026252,9.648368258576799,0.02034363439163077,16.066232510340626,1,1.461987,0.280515,0.058
1,4,1,2026,5.6355493671841295,19.973376001272797,29.73697747297215,0.03159218811478006,16.36445063281587,1,1.470934,0.297388,0.178
2,4,1,2026,6.159086878472106,19.314702918859844,0.0,0.066999617476377,15.840913121527894,1,1.455227,0.350499,0.0
3,4,1,2026,6.764545329657333,19.17478285375868,12.267146956861206,0.0,15.235454670342667,1,1.437064,0.25,0.074
4,4,1,2026,8.660801297097914,19.917395951855895,0.0,0.08845605074001099,13.339198702902086,1,1.380176,0.382684,0.0
5,4,1,2026,9.850603398426498,20.019161245781103,0.0,0.10466088624354669,12.149396601573502,0,1.164482,0.406991,0.0
6,4,1,2026,11.020154672986665,20.385357073732536,0.0,0.5526053582999708,10.979845327013335,0,1.129395,1.078908,0.0
7,4,1,2026,12.714292500766241,20.83942831348744,120.33551636968213,0.7282811459912675,9.285707499233759,0,1.078571,1.342422,0.722
8,4,1,2026,13.258476350541626,20.587910408471608,235.06279069275485,0.8172911500478057,8.741523649458374,0,1.062246,1.475937,1.41
9,4,1,2026,15.664032780272352,21.231489409473298,379.6693245162992,0.8088073785040457,6.335967219727648,0,0.990079,1.463211,2.278
10,4,1,2026,16.46409038490443,21.668230991362066,535.7731632315716,0.5671874173382265,5.535909615095569,0,0.966077,1.100781,3.215
11,4,1,2026,15.771406660229877,22.239159242724977,719.277412011713,0.39762450500975033,6.228593339770123,0,0.986858,0.846437,4.316
12,4,1,2026,17.708994193981628,22.091708050455765,869.9933993284696,0.1916868398575171,4.291005806018372,0,0.92873,0.53753,5.22
13,4,1,2026,17.14550458012939,22.350698121423207,883.018392981346,0.10437103022879166,4.854495419870609,0,0.945635,0.406557,5.298
14,4,1,2026,16.53065104935509,21.987976975347685,856.6566792524009,0.21086786816086636,5.4693489506449104,0,0.96408,0.566302,5.14
15,4,1,2026,15.214997292026375,22.675799828046166,727.8395564233109,0.30621295402074555,6.785002707973625,0,1.00355,0.709319,4.367
16,4,1,2026,13.605932158492779,22.101537449319505,531.4966714231012,0.4561461514529078,8.394067841507221,0,1.051822,0.934219,3.189
17,4,1,2026,13.237283229221559,22.169204082379572,377.512170479481,0.6149205761422946,8.762716770778441,0,1.062882,1.172381,2.265
18,4,1,2026,11.267304721960238,21.65999064675079,182.24066985066654,0.8041230855748429,10.732695278039762,0,1.121981,1.456185,1.093
19,4,1,2026,9.724273017499627,21.429127405358084,95.6166437443622,0.837020054582955,12.275726982500373,0,1.168272,1.50553,0.574
20,4,1,2026,7.9563619716173735,20.903699938092824,0.0,0.7641511649476644,14.043638028382627,0,1.221309,1.396227,0.0
21,4,1,2026,7.242037471533317,20.763117305994072,0.0,0.6039858428413319,14.757962528466683,0,1.242739,1.155979,0.0
22,4,1,2026,5.94063535483776,20.525467634875323,0.0,0.4558153998168173,16.05936464516224,0,1.281781,0.933723,0.0
23,4,1,2026,5.854048297725406,20.186353106303976,9.209987116729422,0.287759384173876,16.145951702274594,0,1.284379,0.681639,0.055
0,5,1,2026,5.357154917902287,19.836431635618617,0.0,0.048872305010757705,16.642845082097715,1,1.479285,0.323308,0.0
1,5,1,2026,5.373745914689034,19.921975381728984,0.0,0.0,16.626254085310965,1,1.478788,0.25,0.0
2,5,1,2026,7.134699405508091,19.893359950989737,35.87857245462231,0.0,14.86530059449191,1,1.425959,0.25,0.215
3,5,1,2026,6.259964965644127,19.867976382714698,16.991056480352626,0.009167971192915715,15.740035034355873,1,1.452201,0.263752,0.102
4,5,1,2026,7.202561823406561,19.69950828491981,0.0,0.029226770945849967,14.797438176593438,1,1.423923,0.29384,0.0
5,5,1,2026,9.968322023046216,19.848488952056773,15.300477226333967,0.09283267283979413,12.031677976953784,1,1.34095,0.389249,0.092
6,5,1,2026,11.487891196780911,20.388394596952743,22.24154449020623,0.5477617328479132,10.512108803219089,0,1.115363,1.071643,0.133
7,5,1,2026,12.279256937492356,20.690565663203458,107.0287778350162,0.7517412747494838,9.720743062507644,0,1.091622,1.377612,0.642
8,5,1,2026,13.959293840750856,21.116952530046063,242.57905027573577,0.8282046485868624,8.040706159249144,0,1.041221,1.492307,1.455
9,5,1,2026,15.07068440701391,21.4763814991512,367.99195371634136,0.7808502290377711,6.9293155929860895,0,1.007879,1.421275,2.208
10,5,1,2026,16.46778862115596,21.605526702382722,573.4789437480921,0.5756424125643774,5.532211378844039,0,0.965966,1.113464,3.441
11,5,1,2026,16.58163949006513,22.07315714547751,735.3537717264311,0.39000500665273824,5.418360509934871,0,0.962551,0.835008,4.412
12,5,1,2026,17.355150557341993,21.77052592775855,862.8428477363314,0.28437414295686725,4.644849442658007,0,0.939345,0.676561,5.177
13,5,1,2026,17.150921611951475,21.97786142536429,928.8295515634372,0.0928209906934711,4.849078388048525,0,0.945472,0.389231,5.573
14,5,1,2026,16.11526416143737,22.173913805977033,871.4765205459378,0.19901937177521217,5.88473583856263,0,0.976542,0.548529,5.229
15,5,1,2026,15.042370407787653,21.80777026473248,703.3956599005082,0.2415471555831052,6.9576295922123474,0,1.008729,0.612321,4.22
16,5,1,2026,14.554460611406487,22.66695850913546,550.3140817054082,0.45042456745826004,7.445539388593513,0,1.023366,0.925637,3.302
17,5,1,2026,12.787722483751539,22.122848638020873,367.79417684528227,0.6400352207696087,9.212277516248461,0,1.076368,1.210053,2.207
18,5,1,2026,11.84298771013985,21.788038752665273,233.29598011151543,0.7746122178968806,10.15701228986015,0,1.10471,1.411918,1.4
19,5,1,2026,9.236585108265793,21.32441660305868,139.150976938763,0.8272621174823199,12.763414891734207,0,1.182902,1.490893,0.835
20,5,1,2026,8.064303485451404,21.259848394495517,0.0,0.7346692816847293,13.935696514548596,0,1.218071,1.352004,0.0
21,5,1,2026,6.528973225393271,20.545213374436432,0.0,0.6316799908129307,15.47102677460673,0,1.264131,1.19752,0.0
22,5,1,2026,5.942071408429043,20.480843902899217,8.590792172671687,0.41084839899966974,16.057928591570956,0,1.281738,0.866273,0.052
23,5,1,2026,5.505426928775568,20.150520731912785,0.0,0.29140825225609485,16.49457307122443,0,1.294837,0.687112,0.0
0,6,1,2026,4.95837183269762,20.247896382052964,0.0,0.03749492286675293,17.04162816730238,0,1.311249,0.306242,0.0
1,6,1,2026,4.698559711743105,19.910220386925698,0.0,0.022008163904789484,17.301440288256895,1,1.499043,0.283012,0.0
2,6,1,2026,6.257020451349384,19.90361614122964,14.966101856376495,0.04263437774457813,15.742979548650617,1,1.452289,0.313952,0.09
3,6,1,2026,6.534723764375017,19.85390128612497,0.0,0.019127034245003484,15.465276235624984,1,1.443958,0.278691,0.0
4,6,1,2026,8.702139422961055,19.470087237798996,19.098971789034074,0.12385844531089257,13.297860577038945,1,1.378936,0.435788,0.115
5,6,1,2026,8.714861680041702,19.922774167758675,9.915690840951083,0.09864199902556328,13.285138319958298,1,1.378554,0.397963,0.059
6,6,1,2026,11.231364897083473,20.57126903347432,0.0,0.5771906477372128,10.768635102916527,0,1.123059,1.115786,0.0
7,6,1,2026,12.54329515757517,20.397424469322257,100.15356968394903,0.7819235790063733,9.45670484242483,0,1.083701,1.422885,0.601
8,6,1,2026,14.360893335858393,20.575360506014057,195.78230482813757,0.7902203644953935,7.639106664141607,0,1.029173,1.435331,1.175
9,6,1,2026,14.826381342264787,21.31914373997639,359.1525664453858,0.7355517310540378,7.173618657735213,0,1.015209,1.353328,2.155
10,6,1,2026,16.33223051272901,21.7782147930287,551.3866996428511,0.5864879261254873,5.667769487270991,0,0.970033,1.129732,3.308
11,6,1,2026,17.554122174480014,22.232729518081996,693.7556442185476,0.4428027457501935,4.445877825519986,0,0.933376,0.914204,4.163
12,6,1,2026,16.441593266226647,22.298532736891172,896.7537155636254,0.20016689481162195,5.558406733773353,0,0.966752,0.55025,5.381
13,6,1,2026,16.58642535463612,22.28141969308397,897.9149845288799,0.1645851172229244,5.41357464536388,0,0.962407,0.496878,5.387
14,6,1,2026,16.71682701722743,22.46811810914332,883.2449431350848,0.15061531225283528,5.2831729827725695,0,0.958495,0.475923,5.299
15,6,1,2026,14.960969949544053,22.314939553209495,743.4949739435158,0.32476700432172684,7.039030050455947,0,1.011171,0.737151,4.461
16,6,1,2026,14.76084273407636,22.117136163096824,606.4789032816828,0.4466452972366731,7.239157265923639,0,1.017175,0.919968,3.639
17,6,1,2026,12.300276551102417,22.254457484235015,355.30287789333437,0.5860623933092368,9.699723448897583,0,1.090992,1.129094,2.132
18,6,1,2026,10.827596225750352,21.57385787929961,234.10471603223345,0.7550391190955592,11.172403774249648,0,1.135172,1.382559,1.405
19,6,1,2026,9.944806313623062,21.440139804505534,120.02257686693741,0.82428289320791,12.055193686376938,0,1.161656,1.486424,0.72
20,6,1,2026,8.107026018652542,20.658564836638732,0.0,0.7445955484368273,13.892973981347458,0,1.216789,1.366893,0.0
21,6,1,2026,7.315462408166982,20.497546742608982,28.40497966389374,0.5862125487067554,14.684537591833017,0,1.240536,1.129319,0.17
22,6,1,2026,6.180454852531001,20.32009935704568,27.97539388365594,0.4845345958322223,15.819545147469,0,1.274586,0.976802,0.168
23,6,1,2026,4.800508699275876,20.27207144782944,0.0,0.2836461158583986,17.199491300724123,0,1.315985,0.675469,0.0
0,7,1,2026,5.02436046180397,20.034678328593408,0.0,0.01121977485811464,16.97563953819603,0,1.309269,0.26683,0.0
1,7,1,2026,5.463526797947886,19.700695013687863,22.99224353525944,0.0521209322729225,16.536473202052115,1,1.476094,0.328181,0.138
2,7,1,2026,5.748797876804631,20.005026942494425,0.0,0.030179391242548908,16.25120212319537,0,1.287536,0.295269,0.0
3,7,1,2026,6.7128424314691335,19.58984345363503,0.0,0.036740510893584315,15.287157568530866,1,1.438615,0.305111,0.0
4,7,1,2026,8.251251824400123,19.5331635150684,0.0,0.020422165086617296,13.748748175599877,1,1.392462,0.280633,0.0
5,7,1,2026,9.702372660513918,20.086186677204044,10.50978751251734,0.15040010346512003,12.297627339486082,0,1.168929,0.4756,0.063
6,7,1,2026,11.172537836605237,20.11610131151099,27.4228211919467,0.5435119075556292,10.827462163394763,0,1.124824,1.065268,0.165
7,7,1,2026,11.842495655075503,20.644979435658644,140.0662900246228,0.768803789281325,10.157504344924497,0,1.104725,1.403206,0.84
8,7,1,2026,13.71511365179817,21.067148057933625,263.54665294260224,0.7990888821671207,8.28488634820183,0,1.048547,1.448633,1.581
9,7,1,2026,15.089352937810611,21.71673103001453,382.56533205307795,0.7401666788741597,6.910647062189389,0,1.007319,1.36025,2.295
10,7,1,2026,16.565929410083736,21.59276513007156,507.0365681644749,0.6210430727327476,5.434070589916264,0,0.963022,1.181565,3.042
11,7,1,2026,16.818282569532762,21.944983137767583,725.1491032547714,0.34559334518125356,5.181717430467238,0,0.955452,0.76839,4.351
12,7,1,2026,16.80306497175127,22.29041468565046,876.4231261772225,0.19610581190959386,5.196935028248731,0,0.955908,0.544159,5.259
13,7,1,2026,16.98435232121359,22.454186108766397,916.7014511938967,0.13014268663932166,5.0156476787864115,0,0.950469,0.445214,5.5
14,7,1,2026,16.359099662889225,22.270910899164672,853.1187433968416,0.12702249383434486,5.640900337110775,0,0.969227,0.440534,5.119
15,7,1,2026,14.6718599944824,22.482210403210065,724.0472379531427,0.2881583561615985,7.3281400055176,0,1.019844,0.682238,4.344
16,7,1,2026,14.270730100406675,21.875633569950853,548.6832794190985,0.4458204400487414,7.729269899593325,0,1.031878,0.918731,3.292
17,7,1,2026,12.340559966018276,21.787874919132367,325.86787924111445,0.6156311185146022,9.659440033981724,0,1.089783,1.173447,1.955
18,7,1,2026,11.10632815933606,21.47804888952422,203.56566293838364,0.7470428569365244,10.89367184066394,0,1.12681,1.370564,1.221
19,7,1,2026,9.677822872833351,21.25664996375921,134.74939205133654,0.8269241745323689,12.322177127166649,0,1.169665,1.490386,0.808
20,7,1,2026,7.520767429629576,21.149840947778042,28.59277240573409,0.7520552903344581,14.479232570370424,0,1.234377,1.378083,0.172
21,7,1,2026,7.360513445611614,20.668302940274373,0.0,0.6139171749264548,14.639486554388386,0,1.239185,1.170876,0.0
22,7,1,2026,5.298854351182467,20.587974237976017,0.0,0.42024479806926596,16.701145648817533,0,1.301034,0.880367,0.0
23,7,1,2026,5.634131574088686,19.742423238267623,9.15309234771606,0.30531152547622775,16.365868425911316,1,1.470976,0.707967,0.055
0,8,1,2026,4.498336935132995,20.006049332927446,0.0,0.03314910486034481,17.501663064867003,0,1.32505,0.299724,0.0
1,8,1,2026,5.19029619269,19.423028928289206,0.0,0.06009964435299005,16.80970380731,1,1.484291,0.340149,0.0
2,8,1,2026,6.096694346993253,19.90968669128567,0.0,0.020919494578051475,15.903305653006747,1,1.457099,0.281379,0.0
3,8,1,2026,5.91381761735356,19.932099199096978,7.096732396866923,0.026458371815087804,16.08618238264644,1,1.462585,0.289688,0.043
4,8,1,2026,7.3014171044939715,19.893856353173405,8.50613495172665,0.016260229079058504,14.698582895506028,1,1.420957,0.27439,0.051
5,8,1,2026,8.968243869566665,20.329578214852827,8.949005908132028,0.16756412068993493,13.031756130433335,0,1.190953,0.501346,0.054
6,8,1,2026,11.501393253780808,20.229569247980113,16.021185864284764,0.5591175969763856,10.498606746219192,0,1.114958,1.088676,0.096
7,8,1,2026,13.109290924089324,20.867721007091934,104.52470652925828,0.7959680462126318,8.890709075910676,0,1.066721,1.443952,0.627
8,8,1,2026,14.16038357239977,21.121425687502306,215.88248822586553,0.8431728772015038,7.83961642760023,0,1.035188,1.514759,1.295
9,8,1,2026,15.466847520202304,21.31936954964217,344.5611149340527,0.7376521063057114,6.533152479797696,0,0.995995,1.356478,2.067
10,8,1,2026,15.893326923423437,21.83406283868937,552.1586053362026,0.528919286857983,6.106673076576563,0,0.9832,1.043379,3.313
11,8,1,2026,16.208003289053057,21.754822537286806,690.5196612489658,0.3572536448314572,5.791996710946943,0,0.97376,0.78588,4.143
12,8,1,2026,17.238330629773166,22.04375539586305,858.4185091806912,0.21818426591707818,4.761669370226834,0,0.94285,0.577276,5.151
13,8,1,2026,17.172281141947103,21.864057235557436,963.0416419688656,0.13724054457113413,4.827718858052897,0,0.944832,0.455861,5.778
14,8,1,2026,16.152005967701513,22.314368632110288,894.6327332274914,0.20193397839161517,5.847994032298487,0,0.97544,0.552901,5.368
15,8,1,2026,14.2535746596328,22.404887973518978,711.3311583353759,0.2516823042679196,7.7464253403672,0,1.032393,0.627523,4.268
16,8,1,2026,14.129460661686506,22.300656758718667,525.5603664906533,0.4321393222419658,7.870539338313494,0,1.036116,0.898209,3.153
17,8,1,2026,12.614538452013926,22.02408929308049,377.6419414660293,0.6152234094130381,9.385461547986074,0,1.081564,1.172835,2.266
18,8,1,2026,10.61825490643442,21.81925060518869,211.8178880211573,0.8037043396583321,11.38174509356558,0,1.141452,1.455557,1.271
19,8,1,2026,9.841007797182227,21.567295665746382,111.118538952724,0.8458109770393579,12.158992202817773,0,1.16477,1.518716,0.667
20,8,1,2026,8.721751353170294,20.62980270448233,49.87638129419164,0.7735052090492485,13.278248646829706,0,1.198347,1.410258,0.299
21,8,1,2026,7.179098590791262,20.56841828757277,0.0,0.6191853526419415,14.820901409208737,0,1.244627,1.178778,0.0
22,8,1,2026,5.86705604288009,20.13762913843658,6.024969771045862,0.4091452246471716,16.13294395711991,0,1.283988,0.863718,0.036
23,8,1,2026,4.912627145947593,19.980892690096262,0.0,0.2894220242589496,17.087372854052408,1,1.492621,0.684133,0.0
0,9,1,2026,4.453347047238684,19.950942845045574,1.96294096972859,0.04415404535397768,17.546652952761317,1,1.5064,0.316231,0.012
1,9,1,2026,5.593488958345402,19.43145651732841,9.70225669909522,0.0,16.406511041654596,1,1.472195,0.25,0.058
2,9,1,2026,5.613042424532603,19.83422405356535,26.654934264165618,0.021573109848907944,16.3869575754674,1,1.471609,0.28236,0.16
3,9,1,2026,6.9052948610274,19.813993359081397,0.0,0.03081236116883047,15.0947051389726,1,1.432841,0.296219,0.0
